block_id,query_locus,target_locus,length,identity,score,n_query_windows,n_target_windows,query_genome,target_genome,length_category
83,1313.30775:1313.30775_accn|1313.30775.con.0001,JALJEL000000000:JALJEL000000000_accn|JALJEL010000002,34207,0.789690226006168,27012.933560992988,34207,34207,1313.30775,JALJEL000000000,25-50kb
84,1313.30775:1313.30775_accn|1313.30775.con.0001,JALJEL000000000:JALJEL000000000_accn|JALJEL010000003,33586,0.7894457184488616,26514.323899823463,33586,33586,1313.30775,JALJEL000000000,25-50kb
85,1313.30775:1313.30775_accn|1313.30775.con.0001,JALJEL000000000:JALJEL000000000_accn|JALJEL010000004,29611,0.7976690111060186,23619.77708786032,29611,29611,1313.30775,JALJEL000000000,25-50kb
86,1313.30775:1313.30775_accn|1313.30775.con.0001,JALJEL000000000:JALJEL000000000_accn|JALJEL010000005,27467,0.9180168214086848,25215.16803363234,27467,27467,1313.30775,JALJEL000000000,25-50kb
87,1313.30775:1313.30775_accn|1313.30775.con.0001,JALJEL000000000:JALJEL000000000_accn|JALJEL010000006,25246,0.7961431589669099,20099.430191278607,25246,25246,1313.30775,JALJEL000000000,25-50kb
88,1313.30775:1313.30775_accn|1313.30775.con.0001,JALJEL000000000:JALJEL000000000_accn|JALJEL010000007,22641,0.8095857943684706,18329.831970296545,22641,22641,1313.30775,JALJEL000000000,10-25kb
89,1313.30775:1313.30775_accn|1313.30775.con.0001,JALJEL000000000:JALJEL000000000_accn|JALJEL010000008,20869,0.7791042264167484,16259.126101091122,20869,20869,1313.30775,JALJEL000000000,10-25kb
90,1313.30775:1313.30775_accn|1313.30775.con.0001,JALJEL000000000:JALJEL000000000_accn|JALJEL010000009,19435,0.7933379585332274,15418.523224093276,19435,19435,1313.30775,JALJEL000000000,10-25kb
91,1313.30775:1313.30775_accn|1313.30775.con.0001,JALJEL000000000:JALJEL000000000_accn|JALJEL010000010,16738,0.797222799432177,13343.91521689578,16738,16738,1313.30775,JALJEL000000000,10-25kb
92,1313.30775:1313.30775_accn|1313.30775.con.0001,JALJEL000000000:JALJEL000000000_accn|JALJEL010000011,14837,0.9132189076390016,13549.428932639868,14837,14837,1313.30775,JALJEL000000000,10-25kb
93,1313.30775:1313.30775_accn|1313.30775.con.0001,JALJEL000000000:JALJEL000000000_accn|JALJEL010000012,12551,0.799922973836194,10039.833244618072,12551,12551,1313.30775,JALJEL000000000,10-25kb
95,1313.30775:1313.30775_accn|1313.30775.con.0001,JALJEL000000000:JALJEL000000000_accn|JALJEL010000014,10685,0.9123729504297372,9748.70497534174,10685,10685,1313.30775,JALJEL000000000,10-25kb
96,1313.30775:1313.30775_accn|1313.30775.con.0001,JALJEL000000000:JALJEL000000000_accn|JALJEL010000015,10548,0.8133489233303266,8579.204443288285,10548,10548,1313.30775,JALJEL000000000,10-25kb
97,1313.30775:1313.30775_accn|1313.30775.con.0001,JALJEL000000000:JALJEL000000000_accn|JALJEL010000016,10647,0.833203457516701,8871.117212180316,10647,10647,1313.30775,JALJEL000000000,10-25kb
98,1313.30775:1313.30775_accn|1313.30775.con.0001,JALJEL000000000:JALJEL000000000_accn|JALJEL010000017,10518,0.9114681798847264,9586.822316027552,10518,10518,1313.30775,JALJEL000000000,10-25kb
107,1313.30775:1313.30775_accn|1313.30775.con.0001,JBBKAE000000000:JBBKAE000000000_accn|JBBKAE010000001,46110,0.79040152039045,36445.41410520365,46110,46110,1313.30775,JBBKAE000000000,25-50kb
108,1313.30775:1313.30775_accn|1313.30775.con.0001,JBBKAE000000000:JBBKAE000000000_accn|JBBKAE010000002,47736,0.798269801388513,38106.207239082054,47736,47736,1313.30775,JBBKAE000000000,25-50kb
109,1313.30775:1313.30775_accn|1313.30775.con.0001,JBBKAE000000000:JBBKAE000000000_accn|JBBKAE010000003,40812,0.9105599614341542,37161.7731460507,40812,40812,1313.30775,JBBKAE000000000,25-50kb
110,1313.30775:1313.30775_accn|1313.30775.con.0001,JBBKAE000000000:JBBKAE000000000_accn|JBBKAE010000004,24866,0.8066944090961593,20059.263176585097,24866,24866,1313.30775,JBBKAE000000000,10-25kb
111,1313.30775:1313.30775_accn|1313.30775.con.0001,JBBKAE000000000:JBBKAE000000000_accn|JBBKAE010000005,21540,0.9057836599061392,19510.580034378236,21540,21540,1313.30775,JBBKAE000000000,10-25kb
112,1313.30775:1313.30775_accn|1313.30775.con.0001,JBBKAE000000000:JBBKAE000000000_accn|JBBKAE010000006,19830,0.7880468862981825,15626.96975529296,19830,19830,1313.30775,JBBKAE000000000,10-25kb
113,1313.30775:1313.30775_accn|1313.30775.con.0001,JBBKAE000000000:JBBKAE000000000_accn|JBBKAE010000007,15064,0.9066310235396168,13657.489738600783,15064,15064,1313.30775,JBBKAE000000000,10-25kb
114,1313.30775:1313.30775_accn|1313.30775.con.0001,JBBKAE000000000:JBBKAE000000000_accn|JBBKAE010000008,14809,0.7857476676340123,11636.137209992088,14809,14809,1313.30775,JBBKAE000000000,10-25kb
115,1313.30775:1313.30775_accn|1313.30775.con.0001,JBBKAE000000000:JBBKAE000000000_accn|JBBKAE010000009,14214,0.8991099259405296,12779.948487318688,14214,14214,1313.30775,JBBKAE000000000,10-25kb
116,1313.30775:1313.30775_accn|1313.30775.con.0001,JBBKAE000000000:JBBKAE000000000_accn|JBBKAE010000010,14960,0.9165827715191844,13712.078261927,14960,14960,1313.30775,JBBKAE000000000,10-25kb
117,1313.30775:1313.30775_accn|1313.30775.con.0001,JBBKAE000000000:JBBKAE000000000_accn|JBBKAE010000011,10937,0.9284959736650292,10154.960463974425,10937,10937,1313.30775,JBBKAE000000000,10-25kb
118,1313.30775:1313.30775_accn|1313.30775.con.0001,JBBKAE000000000:JBBKAE000000000_accn|JBBKAE010000012,13348,0.7859162536535629,10490.410153767758,13348,13348,1313.30775,JBBKAE000000000,10-25kb
119,1313.30775:1313.30775_accn|1313.30775.con.0001,JBBKAE000000000:JBBKAE000000000_accn|JBBKAE010000013,12053,0.9225681580933526,11119.71400949918,12053,12053,1313.30775,JBBKAE000000000,10-25kb
120,1313.30775:1313.30775_accn|1313.30775.con.0001,JBBKAE000000000:JBBKAE000000000_accn|JBBKAE010000014,13502,0.8833686270481632,11927.2432024043,13502,13502,1313.30775,JBBKAE000000000,10-25kb
122,1313.30775:1313.30775_accn|1313.30775.con.0001,JBBKAE000000000:JBBKAE000000000_accn|JBBKAE010000016,11355,0.884415533929483,10042.53838776928,11355,11355,1313.30775,JBBKAE000000000,10-25kb
123,1313.30775:1313.30775_accn|1313.30775.con.0001,JBBKAE000000000:JBBKAE000000000_accn|JBBKAE010000017,9831,0.93035867978872,9146.356181002908,9831,9831,1313.30775,JBBKAE000000000,5-10kb
124,1313.30775:1313.30775_accn|1313.30775.con.0001,JBBKAE000000000:JBBKAE000000000_accn|JBBKAE010000018,9892,0.8037832846810737,7951.024252065181,9892,9892,1313.30775,JBBKAE000000000,5-10kb
142,1313.30775:1313.30775_accn|1313.30775.con.0001,JBJIAH000000000:JBJIAH000000000_accn|JBJIAH010000001,53035,0.8051344671488205,42700.3064652377,53035,53035,1313.30775,JBJIAH000000000,>50kb
143,1313.30775:1313.30775_accn|1313.30775.con.0001,JBJIAH000000000:JBJIAH000000000_accn|JBJIAH010000002,37904,0.9123523324329286,34581.80280853772,37904,37904,1313.30775,JBJIAH000000000,25-50kb
144,1313.30775:1313.30775_accn|1313.30775.con.0001,JBJIAH000000000:JBJIAH000000000_accn|JBJIAH010000003,19724,0.8359493398182687,16488.264778575533,19724,19724,1313.30775,JBJIAH000000000,10-25kb
145,1313.30775:1313.30775_accn|1313.30775.con.0001,JBJIAH000000000:JBJIAH000000000_accn|JBJIAH010000004,20393,0.7882055554441156,16073.87589217185,20393,20393,1313.30775,JBJIAH000000000,10-25kb
146,1313.30775:1313.30775_accn|1313.30775.con.0001,JBJIAH000000000:JBJIAH000000000_accn|JBJIAH010000005,21016,0.7945320801418762,16697.88619626167,21016,21016,1313.30775,JBJIAH000000000,10-25kb
147,1313.30775:1313.30775_accn|1313.30775.con.0001,JBJIAH000000000:JBJIAH000000000_accn|JBJIAH010000006,19841,0.9074728534712978,18005.16888572402,19841,19841,1313.30775,JBJIAH000000000,10-25kb
148,1313.30775:1313.30775_accn|1313.30775.con.0001,JBJIAH000000000:JBJIAH000000000_accn|JBJIAH010000007,16594,0.7955438421040816,13201.254515875127,16594,16594,1313.30775,JBJIAH000000000,10-25kb
149,1313.30775:1313.30775_accn|1313.30775.con.0001,JBJIAH000000000:JBJIAH000000000_accn|JBJIAH010000008,14714,0.9150493686793104,13464.036410747372,14714,14714,1313.30775,JBJIAH000000000,10-25kb
150,1313.30775:1313.30775_accn|1313.30775.con.0001,JBJIAH000000000:JBJIAH000000000_accn|JBJIAH010000009,11344,0.9206906716558448,10444.314979263903,11344,11344,1313.30775,JBJIAH000000000,10-25kb
151,1313.30775:1313.30775_accn|1313.30775.con.0001,JBJIAH000000000:JBJIAH000000000_accn|JBJIAH010000010,11463,0.774494765927791,8878.033501830269,11463,11463,1313.30775,JBJIAH000000000,10-25kb
152,1313.30775:1313.30775_accn|1313.30775.con.0001,JBJIAH000000000:JBJIAH000000000_accn|JBJIAH010000011,12645,0.7985141464911334,10097.21138238038,12645,12645,1313.30775,JBJIAH000000000,10-25kb
153,1313.30775:1313.30775_accn|1313.30775.con.0001,JBJIAH000000000:JBJIAH000000000_accn|JBJIAH010000012,9178,0.9071907712518076,8326.196898549091,9178,9178,1313.30775,JBJIAH000000000,5-10kb
154,1313.30775:1313.30775_accn|1313.30775.con.0001,JBJIAH000000000:JBJIAH000000000_accn|JBJIAH010000013,9264,0.8051350491244637,7458.771095089031,9264,9264,1313.30775,JBJIAH000000000,5-10kb
155,1313.30775:1313.30775_accn|1313.30775.con.0001,JBJIAH000000000:JBJIAH000000000_accn|JBJIAH010000014,10245,0.7901617820459974,8095.207457061243,10245,10245,1313.30775,JBJIAH000000000,10-25kb
156,1313.30775:1313.30775_accn|1313.30775.con.0001,JBJIAH000000000:JBJIAH000000000_accn|JBJIAH010000015,9389,0.790421608499632,7421.268482203044,9389,9389,1313.30775,JBJIAH000000000,5-10kb
180,1313.30775:1313.30775_accn|1313.30775.con.0001,JBLTKP000000000:JBLTKP000000000_accn|JBLTKP010000001,42550,0.7877319802518918,33517.995759718,42550,42550,1313.30775,JBLTKP000000000,25-50kb
181,1313.30775:1313.30775_accn|1313.30775.con.0001,JBLTKP000000000:JBLTKP000000000_accn|JBLTKP010000002,36237,0.7848591138934319,28440.93971015629,36237,36237,1313.30775,JBLTKP000000000,25-50kb
182,1313.30775:1313.30775_accn|1313.30775.con.0001,JBLTKP000000000:JBLTKP000000000_accn|JBLTKP010000003,25051,0.8242425136084891,20648.09920840626,25051,25051,1313.30775,JBLTKP000000000,25-50kb
183,1313.30775:1313.30775_accn|1313.30775.con.0001,JBLTKP000000000:JBLTKP000000000_accn|JBLTKP010000004,26769,0.7791127870379105,20856.07019621783,26769,26769,1313.30775,JBLTKP000000000,25-50kb
184,1313.30775:1313.30775_accn|1313.30775.con.0001,JBLTKP000000000:JBLTKP000000000_accn|JBLTKP010000005,24505,0.7930764994462121,19434.339618929425,24505,24505,1313.30775,JBLTKP000000000,10-25kb
185,1313.30775:1313.30775_accn|1313.30775.con.0001,JBLTKP000000000:JBLTKP000000000_accn|JBLTKP010000006,20841,0.8006033908889556,16685.375269516724,20841,20841,1313.30775,JBLTKP000000000,10-25kb
186,1313.30775:1313.30775_accn|1313.30775.con.0001,JBLTKP000000000:JBLTKP000000000_accn|JBLTKP010000007,17952,0.8902932376800111,15982.54420283156,17952,17952,1313.30775,JBLTKP000000000,10-25kb
187,1313.30775:1313.30775_accn|1313.30775.con.0001,JBLTKP000000000:JBLTKP000000000_accn|JBLTKP010000008,17388,0.9096531937798086,15817.049733443311,17388,17388,1313.30775,JBLTKP000000000,10-25kb
188,1313.30775:1313.30775_accn|1313.30775.con.0001,JBLTKP000000000:JBLTKP000000000_accn|JBLTKP010000009,14961,0.9128294636712486,13656.84160598555,14961,14961,1313.30775,JBLTKP000000000,10-25kb
189,1313.30775:1313.30775_accn|1313.30775.con.0001,JBLTKP000000000:JBLTKP000000000_accn|JBLTKP010000010,12431,0.8217713906680711,10215.440157394793,12431,12431,1313.30775,JBLTKP000000000,10-25kb
190,1313.30775:1313.30775_accn|1313.30775.con.0001,JBLTKP000000000:JBLTKP000000000_accn|JBLTKP010000011,13618,0.9227992561845856,12566.680270721688,13618,13618,1313.30775,JBLTKP000000000,10-25kb
191,1313.30775:1313.30775_accn|1313.30775.con.0001,JBLTKP000000000:JBLTKP000000000_accn|JBLTKP010000012,13345,0.8154160829327503,10881.727626737553,13345,13345,1313.30775,JBLTKP000000000,10-25kb
192,1313.30775:1313.30775_accn|1313.30775.con.0001,JBLTKP000000000:JBLTKP000000000_accn|JBLTKP010000013,11623,0.8142827136645827,9464.407980923444,11623,11623,1313.30775,JBLTKP000000000,10-25kb
193,1313.30775:1313.30775_accn|1313.30775.con.0001,JBLTKP000000000:JBLTKP000000000_accn|JBLTKP010000014,11101,0.8067821078367231,8956.088179095463,11101,11101,1313.30775,JBLTKP000000000,10-25kb
194,1313.30775:1313.30775_accn|1313.30775.con.0001,JBLTKP000000000:JBLTKP000000000_accn|JBLTKP010000015,9376,0.9158020712490657,8586.560220031239,9376,9376,1313.30775,JBLTKP000000000,5-10kb
196,1313.30775:1313.30775_accn|1313.30775.con.0001,JBLTKP000000000:JBLTKP000000000_accn|JBLTKP010000017,9785,0.9210810088273466,9012.777671375588,9785,9785,1313.30775,JBLTKP000000000,5-10kb
203,1313.30775:1313.30775_accn|1313.30775.con.0001,JBLTKP000000000:JBLTKP000000000_accn|JBLTKP010000024,9135,0.9015269583837154,8235.44876483524,9135,9135,1313.30775,JBLTKP000000000,5-10kb
213,1313.30775:1313.30775_accn|1313.30775.con.0002,1313.30775:1313.30775_accn|1313.30775.con.0003,26569,0.8998468695790689,23908.03147784628,26569,26569,1313.30775,1313.30775,25-50kb
214,1313.30775:1313.30775_accn|1313.30775.con.0002,1313.30775:1313.30775_accn|1313.30775.con.0004,21297,0.8018099111938731,17076.145678695917,21297,21297,1313.30775,1313.30775,10-25kb
215,1313.30775:1313.30775_accn|1313.30775.con.0002,1313.30775:1313.30775_accn|1313.30775.con.0005,17969,0.8877099477014709,15951.26005024773,17969,17969,1313.30775,1313.30775,10-25kb
216,1313.30775:1313.30775_accn|1313.30775.con.0002,1313.30775:1313.30775_accn|1313.30775.con.0006,20982,0.8896030161771747,18665.65048542948,20982,20982,1313.30775,1313.30775,10-25kb
217,1313.30775:1313.30775_accn|1313.30775.con.0002,1313.30775:1313.30775_accn|1313.30775.con.0007,13506,0.8801787810638811,11887.69461704878,13506,13506,1313.30775,1313.30775,10-25kb
218,1313.30775:1313.30775_accn|1313.30775.con.0002,1313.30775:1313.30775_accn|1313.30775.con.0008,13303,0.793695674910822,10558.533563338666,13303,13303,1313.30775,1313.30775,10-25kb
219,1313.30775:1313.30775_accn|1313.30775.con.0002,1313.30775:1313.30775_accn|1313.30775.con.0009,15292,0.9014602122225428,13785.129565307128,15292,15292,1313.30775,1313.30775,10-25kb
220,1313.30775:1313.30775_accn|1313.30775.con.0002,1313.30775:1313.30775_accn|1313.30775.con.0010,9849,0.8068301822760927,7946.470465237237,9849,9849,1313.30775,1313.30775,5-10kb
221,1313.30775:1313.30775_accn|1313.30775.con.0002,1313.30775:1313.30775_accn|1313.30775.con.0011,12312,0.894460448455541,11012.59704138462,12312,12312,1313.30775,1313.30775,10-25kb
222,1313.30775:1313.30775_accn|1313.30775.con.0002,1313.30775:1313.30775_accn|1313.30775.con.0012,10681,0.8102173799060546,8653.93183477657,10681,10681,1313.30775,1313.30775,10-25kb
226,1313.30775:1313.30775_accn|1313.30775.con.0002,1313.30775:1313.30775_accn|1313.30775.con.0016,9271,0.8046916019633269,7460.295841802003,9271,9271,1313.30775,1313.30775,5-10kb
241,1313.30775:1313.30775_accn|1313.30775.con.0002,CAYEVI000000000:CAYEVI000000000_accn|CAYEVI010000001,18140,0.8987890970269097,16304.03422006814,18140,18140,1313.30775,CAYEVI000000000,10-25kb
242,1313.30775:1313.30775_accn|1313.30775.con.0002,CAYEVI000000000:CAYEVI000000000_accn|CAYEVI010000002,14956,0.9092347710902906,13598.515236426389,14956,14956,1313.30775,CAYEVI000000000,10-25kb
243,1313.30775:1313.30775_accn|1313.30775.con.0002,CAYEVI000000000:CAYEVI000000000_accn|CAYEVI010000003,15991,0.8891410227788326,14218.254095256312,15991,15991,1313.30775,CAYEVI000000000,10-25kb
244,1313.30775:1313.30775_accn|1313.30775.con.0002,CAYEVI000000000:CAYEVI000000000_accn|CAYEVI010000004,14812,0.8776819562907514,13000.22513657861,14812,14812,1313.30775,CAYEVI000000000,10-25kb
245,1313.30775:1313.30775_accn|1313.30775.con.0002,CAYEVI000000000:CAYEVI000000000_accn|CAYEVI010000005,11726,0.8250143474596768,9674.11823831217,11726,11726,1313.30775,CAYEVI000000000,10-25kb
246,1313.30775:1313.30775_accn|1313.30775.con.0002,CAYEVI000000000:CAYEVI000000000_accn|CAYEVI010000006,12663,0.8860289502311979,11219.78459677766,12663,12663,1313.30775,CAYEVI000000000,10-25kb
247,1313.30775:1313.30775_accn|1313.30775.con.0002,CAYEVI000000000:CAYEVI000000000_accn|CAYEVI010000007,9734,0.7903673162690265,7693.435456562704,9734,9734,1313.30775,CAYEVI000000000,5-10kb
248,1313.30775:1313.30775_accn|1313.30775.con.0002,CAYEVI000000000:CAYEVI000000000_accn|CAYEVI010000008,10393,0.8785627815655117,9130.902988810363,10393,10393,1313.30775,CAYEVI000000000,10-25kb
250,1313.30775:1313.30775_accn|1313.30775.con.0002,CAYEVI000000000:CAYEVI000000000_accn|CAYEVI010000010,9860,0.9137179564174106,9009.259050275668,9860,9860,1313.30775,CAYEVI000000000,5-10kb
294,1313.30775:1313.30775_accn|1313.30775.con.0002,JALJEL000000000:JALJEL000000000_accn|JALJEL010000001,40894,0.8921619891091497,36484.072382629565,40894,40894,1313.30775,JALJEL000000000,25-50kb
295,1313.30775:1313.30775_accn|1313.30775.con.0002,JALJEL000000000:JALJEL000000000_accn|JALJEL010000002,27306,0.9020564782834316,24631.554196007382,27306,27306,1313.30775,JALJEL000000000,25-50kb
296,1313.30775:1313.30775_accn|1313.30775.con.0002,JALJEL000000000:JALJEL000000000_accn|JALJEL010000003,26889,0.9010809539564966,24229.165770936237,26889,26889,1313.30775,JALJEL000000000,25-50kb
297,1313.30775:1313.30775_accn|1313.30775.con.0002,JALJEL000000000:JALJEL000000000_accn|JALJEL010000004,23756,0.8947474629267634,21255.62072928819,23756,23756,1313.30775,JALJEL000000000,10-25kb
298,1313.30775:1313.30775_accn|1313.30775.con.0002,JALJEL000000000:JALJEL000000000_accn|JALJEL010000005,21552,0.800691681485673,17256.507119379225,21552,21552,1313.30775,JALJEL000000000,10-25kb
299,1313.30775:1313.30775_accn|1313.30775.con.0002,JALJEL000000000:JALJEL000000000_accn|JALJEL010000006,20076,0.8970077841319574,18008.328274233176,20076,20076,1313.30775,JALJEL000000000,10-25kb
300,1313.30775:1313.30775_accn|1313.30775.con.0002,JALJEL000000000:JALJEL000000000_accn|JALJEL010000007,17947,0.8865105633937277,15910.20508122723,17947,17947,1313.30775,JALJEL000000000,10-25kb
301,1313.30775:1313.30775_accn|1313.30775.con.0002,JALJEL000000000:JALJEL000000000_accn|JALJEL010000008,16712,0.9096708524954554,15202.41928690405,16712,16712,1313.30775,JALJEL000000000,10-25kb
302,1313.30775:1313.30775_accn|1313.30775.con.0002,JALJEL000000000:JALJEL000000000_accn|JALJEL010000009,15629,0.8983760873963049,14040.71986991685,15629,15629,1313.30775,JALJEL000000000,10-25kb
303,1313.30775:1313.30775_accn|1313.30775.con.0002,JALJEL000000000:JALJEL000000000_accn|JALJEL010000010,13369,0.8929351652552713,11937.650224297722,13369,13369,1313.30775,JALJEL000000000,10-25kb
304,1313.30775:1313.30775_accn|1313.30775.con.0002,JALJEL000000000:JALJEL000000000_accn|JALJEL010000011,11664,0.7981009217204682,9309.04915094754,11664,11664,1313.30775,JALJEL000000000,10-25kb
305,1313.30775:1313.30775_accn|1313.30775.con.0002,JALJEL000000000:JALJEL000000000_accn|JALJEL010000012,9987,0.8953165502190792,8941.526387037944,9987,9987,1313.30775,JALJEL000000000,5-10kb
319,1313.30775:1313.30775_accn|1313.30775.con.0002,JBBKAE000000000:JBBKAE000000000_accn|JBBKAE010000001,36759,0.9019924507433382,33156.34049687437,36759,36759,1313.30775,JBBKAE000000000,25-50kb
320,1313.30775:1313.30775_accn|1313.30775.con.0002,JBBKAE000000000:JBBKAE000000000_accn|JBBKAE010000002,38238,0.8912271802051961,34078.744916686286,38238,38238,1313.30775,JBBKAE000000000,25-50kb
321,1313.30775:1313.30775_accn|1313.30775.con.0002,JBBKAE000000000:JBBKAE000000000_accn|JBBKAE010000003,31887,0.8044260795443987,25650.734398432243,31887,31887,1313.30775,JBBKAE000000000,25-50kb
322,1313.30775:1313.30775_accn|1313.30775.con.0002,JBBKAE000000000:JBBKAE000000000_accn|JBBKAE010000004,19731,0.8868537803188068,17498.511939470376,19731,19731,1313.30775,JBBKAE000000000,10-25kb
