block_id,query_locus,target_locus,length,identity,score,n_query_windows,n_target_windows,query_genome,target_genome,length_category
153,1313.30775:1313.30775_accn|1313.30775.con.0001,JBJIAH000000000:JBJIAH000000000_accn|JBJIAH010000012,9178,0.9071907712518076,8326.196898549091,9178,9178,1313.30775,JBJIAH000000000,5-10kb
157,1313.30775:1313.30775_accn|1313.30775.con.0001,JBJIAH000000000:JBJIAH000000000_accn|JBJIAH010000016,7141,0.9295374249280804,6637.826751411422,7141,7141,1313.30775,JBJIAH000000000,5-10kb
161,1313.30775:1313.30775_accn|1313.30775.con.0001,JBJIAH000000000:JBJIAH000000000_accn|JBJIAH010000020,7367,0.9288085927824542,6842.53290302834,7367,7367,1313.30775,JBJIAH000000000,5-10kb
187,1313.30775:1313.30775_accn|1313.30775.con.0001,JBLTKP000000000:JBLTKP000000000_accn|JBLTKP010000008,17388,0.9096531937798086,15817.049733443311,17388,17388,1313.30775,JBLTKP000000000,10-25kb
188,1313.30775:1313.30775_accn|1313.30775.con.0001,JBLTKP000000000:JBLTKP000000000_accn|JBLTKP010000009,14961,0.9128294636712486,13656.84160598555,14961,14961,1313.30775,JBLTKP000000000,10-25kb
190,1313.30775:1313.30775_accn|1313.30775.con.0001,JBLTKP000000000:JBLTKP000000000_accn|JBLTKP010000011,13618,0.9227992561845856,12566.680270721688,13618,13618,1313.30775,JBLTKP000000000,10-25kb
194,1313.30775:1313.30775_accn|1313.30775.con.0001,JBLTKP000000000:JBLTKP000000000_accn|JBLTKP010000015,9376,0.9158020712490657,8586.560220031239,9376,9376,1313.30775,JBLTKP000000000,5-10kb
196,1313.30775:1313.30775_accn|1313.30775.con.0001,JBLTKP000000000:JBLTKP000000000_accn|JBLTKP010000017,9785,0.9210810088273466,9012.777671375588,9785,9785,1313.30775,JBLTKP000000000,5-10kb
197,1313.30775:1313.30775_accn|1313.30775.con.0001,JBLTKP000000000:JBLTKP000000000_accn|JBLTKP010000018,8939,0.9323060479266622,8333.883762416433,8939,8939,1313.30775,JBLTKP000000000,5-10kb
203,1313.30775:1313.30775_accn|1313.30775.con.0001,JBLTKP000000000:JBLTKP000000000_accn|JBLTKP010000024,9135,0.9015269583837154,8235.44876483524,9135,9135,1313.30775,JBLTKP000000000,5-10kb
219,1313.30775:1313.30775_accn|1313.30775.con.0002,1313.30775:1313.30775_accn|1313.30775.con.0009,15292,0.9014602122225428,13785.129565307128,15292,15292,1313.30775,1313.30775,10-25kb
225,1313.30775:1313.30775_accn|1313.30775.con.0002,1313.30775:1313.30775_accn|1313.30775.con.0015,8114,0.9111392921636814,7392.984216616111,8114,8114,1313.30775,1313.30775,5-10kb
230,1313.30775:1313.30775_accn|1313.30775.con.0002,1313.30775:1313.30775_accn|1313.30775.con.0020,5457,0.9041489945337192,4933.941063170505,5457,5457,1313.30775,1313.30775,5-10kb
242,1313.30775:1313.30775_accn|1313.30775.con.0002,CAYEVI000000000:CAYEVI000000000_accn|CAYEVI010000002,14956,0.9092347710902906,13598.515236426389,14956,14956,1313.30775,CAYEVI000000000,10-25kb
250,1313.30775:1313.30775_accn|1313.30775.con.0002,CAYEVI000000000:CAYEVI000000000_accn|CAYEVI010000010,9860,0.9137179564174106,9009.259050275668,9860,9860,1313.30775,CAYEVI000000000,5-10kb
251,1313.30775:1313.30775_accn|1313.30775.con.0002,CAYEVI000000000:CAYEVI000000000_accn|CAYEVI010000011,7557,0.9009806150454164,6808.710507898212,7557,7557,1313.30775,CAYEVI000000000,5-10kb
256,1313.30775:1313.30775_accn|1313.30775.con.0002,CAYEVI000000000:CAYEVI000000000_accn|CAYEVI010000016,5649,0.9159334438042588,5174.108024050259,5649,5649,1313.30775,CAYEVI000000000,5-10kb
257,1313.30775:1313.30775_accn|1313.30775.con.0002,CAYEVI000000000:CAYEVI000000000_accn|CAYEVI010000017,5296,0.9149367673040276,4845.505119642131,5296,5296,1313.30775,CAYEVI000000000,5-10kb
260,1313.30775:1313.30775_accn|1313.30775.con.0002,CAYEVI000000000:CAYEVI000000000_accn|CAYEVI010000020,5636,0.9001338812864633,5073.154554930507,5636,5636,1313.30775,CAYEVI000000000,5-10kb
295,1313.30775:1313.30775_accn|1313.30775.con.0002,JALJEL000000000:JALJEL000000000_accn|JALJEL010000002,27306,0.9020564782834316,24631.554196007382,27306,27306,1313.30775,JALJEL000000000,25-50kb
296,1313.30775:1313.30775_accn|1313.30775.con.0002,JALJEL000000000:JALJEL000000000_accn|JALJEL010000003,26889,0.9010809539564966,24229.165770936237,26889,26889,1313.30775,JALJEL000000000,25-50kb
301,1313.30775:1313.30775_accn|1313.30775.con.0002,JALJEL000000000:JALJEL000000000_accn|JALJEL010000008,16712,0.9096708524954554,15202.41928690405,16712,16712,1313.30775,JALJEL000000000,10-25kb
319,1313.30775:1313.30775_accn|1313.30775.con.0002,JBBKAE000000000:JBBKAE000000000_accn|JBBKAE010000001,36759,0.9019924507433382,33156.34049687437,36759,36759,1313.30775,JBBKAE000000000,25-50kb
326,1313.30775:1313.30775_accn|1313.30775.con.0002,JBBKAE000000000:JBBKAE000000000_accn|JBBKAE010000008,11776,0.9047154393586307,10653.929013887237,11776,11776,1313.30775,JBBKAE000000000,10-25kb
330,1313.30775:1313.30775_accn|1313.30775.con.0002,JBBKAE000000000:JBBKAE000000000_accn|JBBKAE010000012,10737,0.906620911798026,9734.388729975406,10737,10737,1313.30775,JBBKAE000000000,10-25kb
357,1313.30775:1313.30775_accn|1313.30775.con.0002,JBJIAH000000000:JBJIAH000000000_accn|JBJIAH010000004,16192,0.903757606595864,14633.643166000233,16192,16192,1313.30775,JBJIAH000000000,10-25kb
363,1313.30775:1313.30775_accn|1313.30775.con.0002,JBJIAH000000000:JBJIAH000000000_accn|JBJIAH010000010,9140,0.9143347002697452,8357.01916046547,9140,9140,1313.30775,JBJIAH000000000,5-10kb
372,1313.30775:1313.30775_accn|1313.30775.con.0002,JBJIAH000000000:JBJIAH000000000_accn|JBJIAH010000019,5826,0.917043768143583,5342.696993204515,5826,5826,1313.30775,JBJIAH000000000,5-10kb
375,1313.30775:1313.30775_accn|1313.30775.con.0002,JBJIAH000000000:JBJIAH000000000_accn|JBJIAH010000022,5466,0.9032275928117264,4937.042022308897,5466,5466,1313.30775,JBJIAH000000000,5-10kb
376,1313.30775:1313.30775_accn|1313.30775.con.0002,JBJIAH000000000:JBJIAH000000000_accn|JBJIAH010000023,5445,0.91113209138502,4961.114237591434,5445,5445,1313.30775,JBJIAH000000000,5-10kb
392,1313.30775:1313.30775_accn|1313.30775.con.0002,JBLTKP000000000:JBLTKP000000000_accn|JBLTKP010000001,33966,0.9026229093587684,30658.489739279932,33966,33966,1313.30775,JBLTKP000000000,25-50kb
393,1313.30775:1313.30775_accn|1313.30775.con.0002,JBLTKP000000000:JBLTKP000000000_accn|JBLTKP010000002,28892,0.9041791688712872,26123.54454702923,28892,28892,1313.30775,JBLTKP000000000,25-50kb
395,1313.30775:1313.30775_accn|1313.30775.con.0002,JBLTKP000000000:JBLTKP000000000_accn|JBLTKP010000004,21333,0.9098135338515626,19409.052117655385,21333,21333,1313.30775,JBLTKP000000000,10-25kb
414,1313.30775:1313.30775_accn|1313.30775.con.0002,JBLTKP000000000:JBLTKP000000000_accn|JBLTKP010000023,5102,0.9144364516665332,4665.454776402653,5102,5102,1313.30775,JBLTKP000000000,5-10kb
427,1313.30775:1313.30775_accn|1313.30775.con.0003,1313.30775:1313.30775_accn|1313.30775.con.0006,17913,0.9016660222374692,16151.543456339788,17913,17913,1313.30775,1313.30775,10-25kb
430,1313.30775:1313.30775_accn|1313.30775.con.0003,1313.30775:1313.30775_accn|1313.30775.con.0009,13064,0.917420574764517,11985.18238872365,13064,13064,1313.30775,1313.30775,10-25kb
432,1313.30775:1313.30775_accn|1313.30775.con.0003,1313.30775:1313.30775_accn|1313.30775.con.0011,10522,0.9078743072072504,9552.653460434689,10522,10522,1313.30775,1313.30775,10-25kb
435,1313.30775:1313.30775_accn|1313.30775.con.0003,1313.30775:1313.30775_accn|1313.30775.con.0014,6743,0.9024902694971688,6085.491887219408,6743,6743,1313.30775,1313.30775,5-10kb
436,1313.30775:1313.30775_accn|1313.30775.con.0003,1313.30775:1313.30775_accn|1313.30775.con.0015,6941,0.929911525924026,6454.5159014386645,6941,6941,1313.30775,1313.30775,5-10kb
452,1313.30775:1313.30775_accn|1313.30775.con.0003,CAYEVI000000000:CAYEVI000000000_accn|CAYEVI010000001,15483,0.9128041642908928,14132.946875715892,15483,15483,1313.30775,CAYEVI000000000,10-25kb
453,1313.30775:1313.30775_accn|1313.30775.con.0003,CAYEVI000000000:CAYEVI000000000_accn|CAYEVI010000002,12807,0.9267086334847724,11868.35746903948,12807,12807,1313.30775,CAYEVI000000000,10-25kb
454,1313.30775:1313.30775_accn|1313.30775.con.0003,CAYEVI000000000:CAYEVI000000000_accn|CAYEVI010000003,13700,0.9008930421099948,12342.234676906928,13700,13700,1313.30775,CAYEVI000000000,10-25kb
461,1313.30775:1313.30775_accn|1313.30775.con.0003,CAYEVI000000000:CAYEVI000000000_accn|CAYEVI010000010,8440,0.9329977883540692,7874.501333708344,8440,8440,1313.30775,CAYEVI000000000,5-10kb
462,1313.30775:1313.30775_accn|1313.30775.con.0003,CAYEVI000000000:CAYEVI000000000_accn|CAYEVI010000011,6436,0.9171609034530084,5902.847574623562,6436,6436,1313.30775,CAYEVI000000000,5-10kb
463,1313.30775:1313.30775_accn|1313.30775.con.0003,CAYEVI000000000:CAYEVI000000000_accn|CAYEVI010000012,6611,0.9081523313654064,6003.795062656702,6611,6611,1313.30775,CAYEVI000000000,5-10kb
464,1313.30775:1313.30775_accn|1313.30775.con.0003,CAYEVI000000000:CAYEVI000000000_accn|CAYEVI010000013,6795,0.91474723559807,6215.707465888885,6795,6795,1313.30775,CAYEVI000000000,5-10kb
505,1313.30775:1313.30775_accn|1313.30775.con.0003,JALJEL000000000:JALJEL000000000_accn|JALJEL010000001,34931,0.9046186786045496,31599.235062335516,34931,34931,1313.30775,JALJEL000000000,25-50kb
506,1313.30775:1313.30775_accn|1313.30775.con.0003,JALJEL000000000:JALJEL000000000_accn|JALJEL010000002,23338,0.9181267482653852,21427.24205101756,23338,23338,1313.30775,JALJEL000000000,10-25kb
507,1313.30775:1313.30775_accn|1313.30775.con.0003,JALJEL000000000:JALJEL000000000_accn|JALJEL010000003,23012,0.9172724342774464,21108.2732575926,23012,23012,1313.30775,JALJEL000000000,10-25kb
508,1313.30775:1313.30775_accn|1313.30775.con.0003,JALJEL000000000:JALJEL000000000_accn|JALJEL010000004,20340,0.9082728529263052,18474.269828521046,20340,20340,1313.30775,JALJEL000000000,10-25kb
510,1313.30775:1313.30775_accn|1313.30775.con.0003,JALJEL000000000:JALJEL000000000_accn|JALJEL010000006,17149,0.910872148333984,15620.546471779491,17149,17149,1313.30775,JALJEL000000000,10-25kb
512,1313.30775:1313.30775_accn|1313.30775.con.0003,JALJEL000000000:JALJEL000000000_accn|JALJEL010000008,14311,0.9276279783509904,13275.283998181025,14311,14311,1313.30775,JALJEL000000000,10-25kb
513,1313.30775:1313.30775_accn|1313.30775.con.0003,JALJEL000000000:JALJEL000000000_accn|JALJEL010000009,13348,0.9132293276782716,12189.785065849568,13348,13348,1313.30775,JALJEL000000000,10-25kb
514,1313.30775:1313.30775_accn|1313.30775.con.0003,JALJEL000000000:JALJEL000000000_accn|JALJEL010000010,11415,0.9060882668564328,10342.99756616618,11415,11415,1313.30775,JALJEL000000000,10-25kb
516,1313.30775:1313.30775_accn|1313.30775.con.0003,JALJEL000000000:JALJEL000000000_accn|JALJEL010000012,8524,0.90925046916181,7750.450999135268,8524,8524,1313.30775,JALJEL000000000,5-10kb
530,1313.30775:1313.30775_accn|1313.30775.con.0003,JBBKAE000000000:JBBKAE000000000_accn|JBBKAE010000001,31415,0.918073345012158,28841.27413355694,31415,31415,1313.30775,JBBKAE000000000,25-50kb
531,1313.30775:1313.30775_accn|1313.30775.con.0003,JBBKAE000000000:JBBKAE000000000_accn|JBBKAE010000002,32638,0.9038326578515424,29499.290286958647,32638,32638,1313.30775,JBBKAE000000000,25-50kb
535,1313.30775:1313.30775_accn|1313.30775.con.0003,JBBKAE000000000:JBBKAE000000000_accn|JBBKAE010000006,13526,0.915573574760752,12384.04817221393,13526,13526,1313.30775,JBBKAE000000000,10-25kb
537,1313.30775:1313.30775_accn|1313.30775.con.0003,JBBKAE000000000:JBBKAE000000000_accn|JBBKAE010000008,10053,0.9223461128687032,9272.345472669072,10053,10053,1313.30775,JBBKAE000000000,10-25kb
541,1313.30775:1313.30775_accn|1313.30775.con.0003,JBBKAE000000000:JBBKAE000000000_accn|JBBKAE010000012,9194,0.9232151645161112,8488.040222561125,9194,9194,1313.30775,JBBKAE000000000,5-10kb
547,1313.30775:1313.30775_accn|1313.30775.con.0003,JBBKAE000000000:JBBKAE000000000_accn|JBBKAE010000018,6737,0.9064229318019164,6106.5712915495105,6737,6737,1313.30775,JBBKAE000000000,5-10kb
548,1313.30775:1313.30775_accn|1313.30775.con.0003,JBBKAE000000000:JBBKAE000000000_accn|JBBKAE010000019,6767,0.9111716569447698,6165.898602545257,6767,6767,1313.30775,JBBKAE000000000,5-10kb
568,1313.30775:1313.30775_accn|1313.30775.con.0003,JBJIAH000000000:JBJIAH000000000_accn|JBJIAH010000004,13826,0.9207076044833048,12729.703339586173,13826,13826,1313.30775,JBJIAH000000000,10-25kb
569,1313.30775:1313.30775_accn|1313.30775.con.0003,JBJIAH000000000:JBJIAH000000000_accn|JBJIAH010000005,14298,0.913626988405539,13063.038680222397,14298,14298,1313.30775,JBJIAH000000000,10-25kb
571,1313.30775:1313.30775_accn|1313.30775.con.0003,JBJIAH000000000:JBJIAH000000000_accn|JBJIAH010000007,11240,0.9126254388704708,10257.909932904093,11240,11240,1313.30775,JBJIAH000000000,10-25kb
574,1313.30775:1313.30775_accn|1313.30775.con.0003,JBJIAH000000000:JBJIAH000000000_accn|JBJIAH010000010,7839,0.933245477340192,7315.711296869766,7839,7839,1313.30775,JBJIAH000000000,5-10kb
575,1313.30775:1313.30775_accn|1313.30775.con.0003,JBJIAH000000000:JBJIAH000000000_accn|JBJIAH010000011,8729,0.905769614188896,7906.462962254874,8729,8729,1313.30775,JBJIAH000000000,5-10kb
577,1313.30775:1313.30775_accn|1313.30775.con.0003,JBJIAH000000000:JBJIAH000000000_accn|JBJIAH010000013,6316,0.9025206738259288,5700.320575884567,6316,6316,1313.30775,JBJIAH000000000,5-10kb
578,1313.30775:1313.30775_accn|1313.30775.con.0003,JBJIAH000000000:JBJIAH000000000_accn|JBJIAH010000014,6946,0.9146594691866496,6353.2246729704675,6946,6946,1313.30775,JBJIAH000000000,5-10kb
579,1313.30775:1313.30775_accn|1313.30775.con.0003,JBJIAH000000000:JBJIAH000000000_accn|JBJIAH010000015,6479,0.9108163160884458,5901.1789119370405,6479,6479,1313.30775,JBJIAH000000000,5-10kb
603,1313.30775:1313.30775_accn|1313.30775.con.0003,JBLTKP000000000:JBLTKP000000000_accn|JBLTKP010000001,29038,0.9189231425607178,26683.690213678125,29038,29038,1313.30775,JBLTKP000000000,25-50kb
604,1313.30775:1313.30775_accn|1313.30775.con.0003,JBLTKP000000000:JBLTKP000000000_accn|JBLTKP010000002,24658,0.921311765988659,22717.705525748355,24658,24658,1313.30775,JBLTKP000000000,10-25kb
606,1313.30775:1313.30775_accn|1313.30775.con.0003,JBLTKP000000000:JBLTKP000000000_accn|JBLTKP010000004,18238,0.9278734899782086,16922.55671022257,18238,18238,1313.30775,JBLTKP000000000,10-25kb
607,1313.30775:1313.30775_accn|1313.30775.con.0003,JBLTKP000000000:JBLTKP000000000_accn|JBLTKP010000005,16654,0.9149909137099252,15238.258676925096,16654,16654,1313.30775,JBLTKP000000000,10-25kb
608,1313.30775:1313.30775_accn|1313.30775.con.0003,JBLTKP000000000:JBLTKP000000000_accn|JBLTKP010000006,14151,0.9055611317847658,12814.595575886222,14151,14151,1313.30775,JBLTKP000000000,10-25kb
624,1313.30775:1313.30775_accn|1313.30775.con.0003,JBLTKP000000000:JBLTKP000000000_accn|JBLTKP010000022,5263,0.900416122453288,4738.890052471655,5263,5263,1313.30775,JBLTKP000000000,5-10kb
639,1313.30775:1313.30775_accn|1313.30775.con.0004,1313.30775:1313.30775_accn|1313.30775.con.0008,9260,0.930905385778558,8620.183872309448,9260,9260,1313.30775,1313.30775,5-10kb
641,1313.30775:1313.30775_accn|1313.30775.con.0004,1313.30775:1313.30775_accn|1313.30775.con.0010,6788,0.9123629875204228,6193.119959288629,6788,6788,1313.30775,1313.30775,5-10kb
643,1313.30775:1313.30775_accn|1313.30775.con.0004,1313.30775:1313.30775_accn|1313.30775.con.0012,7427,0.906035263057218,6729.1238987259585,7427,7427,1313.30775,1313.30775,5-10kb
647,1313.30775:1313.30775_accn|1313.30775.con.0004,1313.30775:1313.30775_accn|1313.30775.con.0016,6457,0.915774046821538,5913.153020326671,6457,6457,1313.30775,1313.30775,5-10kb
648,1313.30775:1313.30775_accn|1313.30775.con.0004,1313.30775:1313.30775_accn|1313.30775.con.0017,5611,0.9166246809642964,5143.181084890666,5611,5611,1313.30775,1313.30775,5-10kb
668,1313.30775:1313.30775_accn|1313.30775.con.0004,CAYEVI000000000:CAYEVI000000000_accn|CAYEVI010000007,6830,0.9357273709055776,6391.0179432850955,6830,6830,1313.30775,CAYEVI000000000,5-10kb
719,1313.30775:1313.30775_accn|1313.30775.con.0004,JALJEL000000000:JALJEL000000000_accn|JALJEL010000005,14981,0.921433440479757,13803.99437182724,14981,14981,1313.30775,JALJEL000000000,10-25kb
725,1313.30775:1313.30775_accn|1313.30775.con.0004,JALJEL000000000:JALJEL000000000_accn|JALJEL010000011,8094,0.9177814422214734,7428.522993340605,8094,8094,1313.30775,JALJEL000000000,5-10kb
728,1313.30775:1313.30775_accn|1313.30775.con.0004,JALJEL000000000:JALJEL000000000_accn|JALJEL010000014,5808,0.9169015451303354,5325.364174116988,5808,5808,1313.30775,JALJEL000000000,5-10kb
731,1313.30775:1313.30775_accn|1313.30775.con.0004,JALJEL000000000:JALJEL000000000_accn|JALJEL010000017,5729,0.915368810931004,5244.147917823721,5729,5729,1313.30775,JALJEL000000000,5-10kb
742,1313.30775:1313.30775_accn|1313.30775.con.0004,JBBKAE000000000:JBBKAE000000000_accn|JBBKAE010000003,22271,0.9148119528285692,20373.777001445065,22271,22271,1313.30775,JBBKAE000000000,10-25kb
744,1313.30775:1313.30775_accn|1313.30775.con.0004,JBBKAE000000000:JBBKAE000000000_accn|JBBKAE010000005,11732,0.9101669806245531,10678.07901668726,11732,11732,1313.30775,JBBKAE000000000,10-25kb
746,1313.30775:1313.30775_accn|1313.30775.con.0004,JBBKAE000000000:JBBKAE000000000_accn|JBBKAE010000007,8216,0.909990294010969,7476.480255594121,8216,8216,1313.30775,JBBKAE000000000,5-10kb
748,1313.30775:1313.30775_accn|1313.30775.con.0004,JBBKAE000000000:JBBKAE000000000_accn|JBBKAE010000009,7750,0.9018920446173544,6989.6633457844955,7750,7750,1313.30775,JBBKAE000000000,5-10kb
749,1313.30775:1313.30775_accn|1313.30775.con.0004,JBBKAE000000000:JBBKAE000000000_accn|JBBKAE010000010,8166,0.919713694563779,7510.38202980782,8166,8166,1313.30775,JBBKAE000000000,5-10kb
750,1313.30775:1313.30775_accn|1313.30775.con.0004,JBBKAE000000000:JBBKAE000000000_accn|JBBKAE010000011,5963,0.9325027657938436,5560.513992428689,5963,5963,1313.30775,JBBKAE000000000,5-10kb
752,1313.30775:1313.30775_accn|1313.30775.con.0004,JBBKAE000000000:JBBKAE000000000_accn|JBBKAE010000013,6577,0.9273039603694868,6098.878147350116,6577,6577,1313.30775,JBBKAE000000000,5-10kb
756,1313.30775:1313.30775_accn|1313.30775.con.0004,JBBKAE000000000:JBBKAE000000000_accn|JBBKAE010000017,5364,0.934954325738066,5015.095003258985,5364,5364,1313.30775,JBBKAE000000000,5-10kb
776,1313.30775:1313.30775_accn|1313.30775.con.0004,JBJIAH000000000:JBJIAH000000000_accn|JBJIAH010000002,20682,0.9158961296807266,18942.563754056788,20682,20682,1313.30775,JBJIAH000000000,10-25kb
780,1313.30775:1313.30775_accn|1313.30775.con.0004,JBJIAH000000000:JBJIAH000000000_accn|JBJIAH010000006,10829,0.9108053446041758,9863.11107671862,10829,10829,1313.30775,JBJIAH000000000,10-25kb
782,1313.30775:1313.30775_accn|1313.30775.con.0004,JBJIAH000000000:JBJIAH000000000_accn|JBJIAH010000008,8040,0.918755360727736,7386.793100250997,8040,8040,1313.30775,JBJIAH000000000,5-10kb
783,1313.30775:1313.30775_accn|1313.30775.con.0004,JBJIAH000000000:JBJIAH000000000_accn|JBJIAH010000009,6182,0.925957868902638,5724.271545556107,6182,6182,1313.30775,JBJIAH000000000,5-10kb
786,1313.30775:1313.30775_accn|1313.30775.con.0004,JBJIAH000000000:JBJIAH000000000_accn|JBJIAH010000012,5001,0.9108233676168944,4555.027661452089,5001,5001,1313.30775,JBJIAH000000000,5-10kb
820,1313.30775:1313.30775_accn|1313.30775.con.0004,JBLTKP000000000:JBLTKP000000000_accn|JBLTKP010000008,9492,0.9130954433824834,8667.101948586533,9492,9492,1313.30775,JBLTKP000000000,5-10kb
821,1313.30775:1313.30775_accn|1313.30775.con.0004,JBLTKP000000000:JBLTKP000000000_accn|JBLTKP010000009,8154,0.918151668928286,7486.608708441246,8154,8154,1313.30775,JBLTKP000000000,5-10kb
823,1313.30775:1313.30775_accn|1313.30775.con.0004,JBLTKP000000000:JBLTKP000000000_accn|JBLTKP010000011,7427,0.9271046088963576,6885.605930273248,7427,7427,1313.30775,JBLTKP000000000,5-10kb
827,1313.30775:1313.30775_accn|1313.30775.con.0004,JBLTKP000000000:JBLTKP000000000_accn|JBLTKP010000015,5115,0.9187631651309685,4699.473589644903,5115,5115,1313.30775,JBLTKP000000000,5-10kb
