sequence_id	hmm_name	bitscore	evalue	c_evalue	i_evalue	env_from	env_to	dom_bitscore
accn|1313.30775.con.0001_114	Mbeg1-like	313.5810241699219	7.243047028784095e-95	4.366538480192343e-98	9.069300423359497e-95	74	299	313.26165771484375
accn|1313.30775.con.0001_114	Lipase_3	29.42513656616211	6.978885572358325e-08	6.361331749801113e-10	6.606243022168456e-07	128	214	26.261930465698242
accn|1313.30775.con.0001_116	Rrf2	109.83255767822266	1.1615849381516092e-32	6.243706448072405e-36	1.2968178292646384e-32	3	138	109.67780303955078
accn|1313.30775.con.0001_117	Metallophos	40.49462890625	4.4122399588004305e-11	6.541792095061832e-14	6.793651090721712e-11	2	166	39.88322830200195
accn|1313.30775.con.0001_117	Metallophos_2	58.25247573852539	1.0291431284759321e-16	1.872151924780023e-19	1.944229773884054e-16	2	209	57.355228424072266
accn|1313.30775.con.0001_118	Fe_dep_repress	51.2413215637207	1.1863599545511418e-14	9.043811395046765e-17	6.26133208917071e-14	1	58	48.927494049072266
accn|1313.30775.con.0001_118	MarR	31.71308135986328	1.1829876857001872e-08	5.261052835636271e-10	1.365900842452067e-07	1	56	28.310449600219727
accn|1313.30775.con.0001_118	HTH_24	24.613557815551758	1.5514398619971231e-06	1.9528243297192553e-08	4.056016132826893e-06	21	51	23.277381896972656
accn|1313.30775.con.0001_118	Fe_dep_repr_C	98.56066131591797	1.7603916266215665e-29	1.6511615753938114e-32	3.429462592092946e-29	62	131	97.63282012939453
accn|1313.30775.con.0001_118	FeoA	40.55849838256836	2.3473614047388844e-11	2.4745208829703696e-14	5.1395798739294575e-11	142	214	39.46802520751953
accn|1313.30775.con.0001_119	NMN_transporter	56.25295639038086	4.474362710608958e-16	4.754899333761394e-19	4.937962958111207e-16	1	169	56.113529205322266
accn|1313.30775.con.0001_12	S4	41.77907180786133	7.551938549457357e-12	4.858323871361912e-14	1.2613423351023364e-11	10	55	41.06586837768555
accn|1313.30775.con.0001_12	PseudoU_synth_2	128.03199768066406	3.822426950765821e-38	1.6254038529721946e-40	5.626606337705414e-38	82	236	127.48684692382812
accn|1313.30775.con.0001_125	Tyr_Deacylase	201.17909240722656	1.0276803789884329e-60	5.510147812191044e-64	1.1444577005920798e-60	2	143	201.02752685546875
accn|1313.30775.con.0001_126	HD_4	168.13406372070312	1.2775712827749278e-50	4.241880544336876e-53	8.810385890587692e-50	31	181	165.4097442626953
accn|1313.30775.con.0001_126	HD	45.49811553955078	9.037404717149907e-13	5.474206306396e-15	2.273985299676898e-12	50	149	44.20609664916992
accn|1313.30775.con.0001_126	RelA_SpoT	141.82528686523438	1.1054261423884193e-42	2.873068357450227e-45	2.9836814892120603e-42	240	350	140.4361114501953
accn|1313.30775.con.0001_126	TGS	74.66093444824219	5.123200123113294e-22	9.517693405538129e-25	9.884124601651347e-22	394	453	73.74687957763672
accn|1313.30775.con.0001_126	RelA_AH_RIS	70.16276550292969	2.709037688679836e-20	3.06036565761633e-23	6.356379470869117e-20	465	646	68.955322265625
accn|1313.30775.con.0001_126	ACT_4	76.63236236572266	2.0119738567915244e-22	5.29236863575147e-25	5.496124828227902e-22	658	737	75.23383331298828
accn|1313.30775.con.0001_127	Lactamase_B	131.47532653808594	4.129900679730517e-39	1.5611380573008204e-41	4.6321196357340056e-39	8	193	131.31268310546875
accn|1313.30775.con.0001_127	Lactamase_B_2	30.751876831054688	2.3953172828379652e-08	9.935619401763336e-11	2.9480402139232072e-08	23	155	30.45751953125
accn|1313.30775.con.0001_128	Peptidase_M13_N	272.5735168457031	7.895910265012732e-82	4.9870578350763963e-85	1.0358119123453675e-81	4	383	272.1855163574219
accn|1313.30775.con.0001_128	Peptidase_M13	209.89012145996094	3.455519108923973e-63	3.27726784091791e-66	6.806885305586499e-63	437	627	208.92852783203125
accn|1313.30775.con.0001_129	ABC_tran	96.22260284423828	2.713816003028281e-28	1.7462113774155916e-29	4.317715512966886e-28	17	162	95.56944274902344
accn|1313.30775.con.0001_13	Peptidase_A8	139.68312072753906	8.41802335666568e-42	4.74891245892177e-45	9.863491177180517e-42	10	147	139.4600372314453
accn|1313.30775.con.0001_130	FecCD	33.84698486328125	1.9898553261929303e-09	9.843545269002502e-12	2.9207205033883137e-09	10	267	33.29951858520508
accn|1313.30775.con.0001_130	ABC-3	257.4730224609375	1.5641803900846887e-77	1.718132972600919e-80	1.7842810920460545e-77	11	267	257.28564453125
accn|1313.30775.con.0001_131	ZnuA	289.1253356933594	3.500642011936869e-87	5.719448310390048e-90	3.9597647135600433e-87	35	306	288.94989013671875
accn|1313.30775.con.0001_132	Redoxin	98.31187438964844	3.8532457191557267e-29	8.550636769730406e-32	4.4399181426825134e-29	17	157	98.11216735839844
accn|1313.30775.con.0001_132	AhpC-TSA	70.680419921875	1.1784219430961802e-20	2.0225649975495518e-23	1.4002891666368065e-20	18	141	70.43842315673828
accn|1313.30775.con.0001_133	FtsX	100.47921752929688	7.179283106715736e-30	3.341920844827775e-20	9.915956563867555e-18	381	499	61.299468994140625
accn|1313.30775.con.0001_133	FtsX	100.47921752929688	7.179283106715736e-30	5.625354383296739e-18	1.6691230077296181e-15	775	892	54.11509323120117
accn|1313.30775.con.0001_134	ABC_tran	124.33675384521484	5.660915462333382e-37	4.661453580505516e-38	1.1525998912749949e-36	24	167	123.336669921875
accn|1313.30775.con.0001_135	Glyco_hyd_65N_2	181.5794677734375	2.6977489467646514e-54	9.499976146488644e-57	9.865725228128457e-54	11	274	179.73651123046875
accn|1313.30775.con.0001_135	Glyco_hydro_95_cat	498.1114196777344	2.0835113386637267e-150	2.6103259937899184e-153	2.7108235445508305e-150	300	704	497.7349548339844
accn|1313.30775.con.0001_135	Glyco_hydro_95_C	81.70968627929688	4.64256014790881e-24	1.0800827892441694e-26	1.12166597663007e-23	706	801	80.48171997070312
accn|1313.30775.con.0001_136	His_Phos_1	125.32867431640625	2.566416920864763e-37	5.675796138547665e-32	2.947157144940875e-29	4	141	99.03106689453125
accn|1313.30775.con.0001_136	His_Phos_1	125.32867431640625	2.566416920864763e-37	1.407313593466914e-09	7.30747583407695e-07	122	228	25.964982986450195
accn|1313.30775.con.0001_138	tRNA-synt_1	461.3409729003906	2.805168809077137e-139	6.752934061331578e-142	2.805168809077137e-139	26	634	461.3409729003906
accn|1313.30775.con.0001_138	tRNA-synt_1g	86.00924682617188	2.4272348868134443e-25	2.6400075853900684e-18	1.0966591509710344e-15	51	202	54.22199630737305
accn|1313.30775.con.0001_138	Anticodon_1	101.9273452758789	3.1484737635076805e-30	1.1725785018219424e-32	8.118151827613915e-30	678	833	100.59260559082031
accn|1313.30775.con.0001_138	zf-FPG_IleRS	22.114667892456055	1.1226532647540228e-05	1.9321646562044658e-08	2.0065529954683376e-05	885	914	21.309349060058594
accn|1313.30775.con.0001_139	DivIVA	125.55137634277344	1.3875228965696702e-37	2.5514257323601543e-40	2.6496556230560203e-37	3	144	124.64250183105469
accn|1313.30775.con.0001_14	HTH_1	64.30813598632812	8.22843281918334e-19	2.6273042246626413e-21	2.728455437312153e-18	3	62	62.640785217285156
accn|1313.30775.con.0001_14	LysR_substrate	49.33757019042969	4.2386650815058515e-14	9.000230718115846e-17	6.231159733842203e-14	88	297	48.7908935546875
accn|1313.30775.con.0001_140	YlmH_1st	118.70903015136719	9.419167759852152e-36	1.413891027233848e-38	2.9366516635647027e-35	12	76	117.1272964477539
accn|1313.30775.con.0001_140	YlmH_RBD	92.53524780273438	1.7272560743111995e-27	2.0226506428834788e-30	4.2010453852689855e-27	81	165	91.29827880859375
accn|1313.30775.con.0001_140	S4	43.9615592956543	1.5715993958099117e-12	1.497732825648157e-14	3.888488848589028e-12	183	229	42.70198059082031
accn|1313.30775.con.0001_141	YGGT	56.804351806640625	2.5406269231578346e-16	1.8092017754496673e-19	3.757712087608959e-16	9	80	56.259788513183594
accn|1313.30775.con.0001_142	SepF	58.898014068603516	4.955683670630467e-17	4.6115677564562176e-20	9.578226230159564e-17	82	157	57.98114013671875
accn|1313.30775.con.0001_143	Ala_racemase_N	52.74851608276367	4.924065525189345e-15	5.596936226430968e-18	5.81241827114856e-15	17	223	52.512996673583984
accn|1313.30775.con.0001_144	Tubulin	172.8746795654297	1.0148204609459786e-51	7.895525845086455e-55	1.6399007180244567e-51	14	175	172.1949005126953
accn|1313.30775.con.0001_144	FtsZ_C	104.31702423095703	3.590077860256346e-31	6.491372684579674e-34	1.3482581065871984e-30	223	317	102.47499084472656
accn|1313.30775.con.0001_145	PilM_2	37.83109664916992	1.1509588835281143e-10	4.639148978806305e-11	9.635512428980695e-08	9	273	28.221160888671875
accn|1313.30775.con.0001_145	SHS2_FTSA	83.84664916992188	8.936363016597823e-25	9.40160376482851e-28	1.9527131019548818e-24	81	160	82.75884246826172
accn|1313.30775.con.0001_145	MreB_Mbl	53.20810317993164	2.2405355750264138e-15	1.0048832288815034e-13	1.0435712331934413e-10	167	353	37.86595916748047
accn|1313.30775.con.0001_145	FtsA	122.29476928710938	1.7489393470074054e-36	1.0740082306667452e-31	2.23071509509483e-28	205	365	96.09490966796875
accn|1313.30775.con.0001_145	FtsA_C	66.03845977783203	5.078167700774353e-19	5.626005786258675e-22	1.1685214018059268e-18	376	456	64.87911224365234
accn|1313.30775.con.0001_146	TMEM164	116.10860443115234	1.7633874629560552e-34	1.0172727130403823e-37	2.112875424984874e-34	7	215	115.85191345214844
accn|1313.30775.con.0001_147	Nudix_N	65.99481964111328	2.0334941039122642e-19	2.7597377449222546e-22	5.731975296203523e-19	4	59	64.5535659790039
accn|1313.30775.con.0001_147	NUDIX	51.624820709228516	1.0331164613265752e-14	5.658673499783237e-17	1.4691331073812227e-14	67	190	51.12986373901367
accn|1313.30775.con.0001_148	Mur_ligase	22.59786033630371	1.1716785789707123e-05	2.9786418189991982e-08	3.0933195290306675e-05	29	95	21.246400833129883
accn|1313.30775.con.0001_148	Mur_ligase_M	137.16354370117188	7.775446258246757e-41	4.228277850558453e-43	1.2545904422299867e-40	105	285	136.4852752685547
accn|1313.30775.con.0001_148	Mur_ligase_C	65.6877212524414	7.985872517633232e-19	2.1687898421899698e-20	7.507627503714279e-18	307	441	62.54212188720703
accn|1313.30775.con.0001_149	Dala_Dala_lig_N	97.87295532226562	6.500086986260409e-29	6.732349417104196e-32	1.3983089739325416e-28	4	116	96.79905700683594
accn|1313.30775.con.0001_149	CPSase_L_D2	27.478424072265625	2.2899789042700958e-07	1.1372753659198062e-09	4.724241870030875e-07	126	304	26.450788497924805
accn|1313.30775.con.0001_149	ATP-grasp	34.27788543701172	2.013032536111499e-09	5.582559476439393e-12	3.864992010854873e-09	132	306	33.3549690246582
accn|1313.30775.con.0001_149	Dala_Dala_lig_C	241.62120056152344	5.997087916959645e-73	1.9614503518762914e-75	1.0184830952117643e-72	133	333	240.87008666992188
accn|1313.30775.con.0001_15	Rce1-like	76.0526123046875	2.328428929001151e-22	1.0089485007708408e-24	2.328428929001151e-22	116	210	76.0526123046875
accn|1313.30775.con.0001_150	RecR_HhH	44.6723747253418	9.985114140532646e-13	9.273858980577637e-16	1.926180510265975e-12	7	51	43.75897216796875
accn|1313.30775.con.0001_150	RecR_ZnF	27.36246681213379	2.4435313550085014e-07	1.7577055220498467e-10	3.650754369297532e-07	54	74	26.807716369628906
accn|1313.30775.con.0001_150	Toprim_4	81.92024230957031	3.2626573976837722e-24	8.795887407333487e-27	6.0896860483438845e-24	80	171	81.05166625976562
accn|1313.30775.con.0001_150	Toprim	41.20757293701172	1.594761730362875e-11	1.0051007119035774e-13	3.47932363103955e-11	81	170	40.12156295776367
accn|1313.30775.con.0001_150	RecR_C	40.919925689697266	1.0810023141479542e-11	9.276835453872134e-15	1.9267987237692423e-11	173	196	40.11867904663086
accn|1313.30775.con.0001_151	PBP_dimer	135.66319274902344	2.646453539527228e-40	6.316947102657992e-42	6.560149566110325e-39	55	298	131.1204833984375
accn|1313.30775.con.0001_151	Transpeptidase	247.6818084716797	1.6496663404514676e-74	6.294217935016141e-77	2.614618130205705e-74	343	671	247.02511596679688
accn|1313.30775.con.0001_152	HTH_6	49.93743896484375	2.6182450956705514e-14	2.903068305195578e-17	6.029672869891216e-14	5	80	48.77661895751953
accn|1313.30775.con.0001_152	SIS	60.36860656738281	1.7457909354147936e-17	5.670500566857223e-20	2.9444074193406134e-17	120	248	59.63425064086914
accn|1313.30775.con.0001_153	ROK	181.08314514160156	3.866432385566085e-54	1.931259587569857e-56	6.685376938970988e-54	4	292	180.302490234375
accn|1313.30775.con.0001_154	DHDPS	198.822998046875	8.574495678652704e-60	1.4250372880127184e-62	9.866008157341386e-60	6	297	198.62301635742188
accn|1313.30775.con.0001_155	DUF624	58.9150276184082	4.747519387397075e-17	6.857274030905742e-20	4.747519387397075e-17	29	101	58.9150276184082
accn|1313.30775.con.0001_157	DUF386	132.77554321289062	1.053831630192958e-39	1.695666060194408e-42	1.173966135674595e-39	1	148	132.6234893798828
accn|1313.30775.con.0001_158	BPD_transp_1	73.56205749511719	1.8971157598673565e-21	3.1055337426812764e-23	1.8971157598673565e-21	93	274	73.56205749511719
accn|1313.30775.con.0001_159	BPD_transp_1	50.92866897583008	1.666442035745515e-14	2.7279262982834624e-16	1.666442035745515e-14	58	290	50.92866897583008
accn|1313.30775.con.0001_160	SBP_bac_1	116.37215423583984	2.8804892860540854e-34	1.6853852840180394e-36	4.3756815436318344e-34	54	353	115.77580261230469
accn|1313.30775.con.0001_160	SBP_bac_8	97.63892364501953	1.1852400130004918e-28	7.7604972761948905e-31	1.7909503158507542e-28	66	393	97.0508041381836
accn|1313.30775.con.0001_161	PTS_EIIC	254.6986846923828	1.2448556891855318e-76	1.0980803815020232e-78	1.900594126983085e-76	9	332	254.09487915039062
accn|1313.30775.con.0001_161	PTS_EIIB	47.41238021850586	1.0352078096564346e-13	4.760515549770253e-16	1.9775181593745632e-13	430	463	46.5130729675293
accn|1313.30775.con.0001_162	NanE	258.3263854980469	3.091116538855761e-78	3.608005002422462e-81	3.746913195015727e-78	37	232	258.0538024902344
accn|1313.30775.con.0001_163	GFO_IDH_MocA	122.94050598144531	1.2391083718457407e-36	3.731861003684586e-39	1.9377688261632212e-36	2	118	122.31380462646484
accn|1313.30775.con.0001_163	F420_oxidored	26.675073623657227	7.392658639950789e-07	1.3621356711028041e-08	4.041651126972177e-06	3	87	24.310277938842773
accn|1313.30775.con.0001_163	GFO_IDH_MocA_C3	69.83740234375	2.238183228492208e-20	5.122774679907166e-23	3.546667670055728e-20	126	250	69.19160461425781
accn|1313.30775.con.0001_163	GFO_IDH_MocA_C	204.34913635253906	2.2100287898802373e-61	2.9072365345447576e-64	3.0191651411247307e-61	130	362	203.9062042236328
accn|1313.30775.con.0001_164	Sialidase	257.4109191894531	6.974472545597064e-78	1.0073865015306303e-80	6.974472545597064e-78	42	228	257.4109191894531
accn|1313.30775.con.0001_164	Laminin_G_3	30.743255615234375	3.329995710499035e-08	1.722756254936631e-10	1.7890823707516913e-07	50	221	28.372900009155273
accn|1313.30775.con.0001_164	BNR	29.540180206298828	3.201020536622184e-08	9.4754856543394e-06	0.006560194568020978	280	291	13.440458297729492
accn|1313.30775.con.0001_164	BNR_2	70.67247009277344	1.4446028334003723e-20	1.0001553928968333e-19	6.924409170155742e-17	439	666	58.59917068481445
accn|1313.30775.con.0001_165	BPD_transp_1	64.78749084472656	9.333462608923214e-19	1.5278658098381768e-20	9.333462608923214e-19	86	273	64.78749084472656
accn|1313.30775.con.0001_166	BPD_transp_1	93.59223937988281	1.3584232728358871e-27	2.2237068500924487e-29	1.3584232728358871e-27	81	290	93.59223937988281
accn|1313.30775.con.0001_167	SBP_bac_1	174.81809997558594	4.6091329811444935e-52	1.775303988885698e-54	4.6091329811444935e-52	51	344	174.81809997558594
accn|1313.30775.con.0001_167	SBP_bac_8	100.03264617919922	2.2086390915348183e-29	1.4521852788992745e-31	3.35132091585977e-29	60	375	99.4385757446289
accn|1313.30775.con.0001_168	DUF386	140.10385131835938	5.796392280762204e-42	9.319504437684492e-45	6.452203572356896e-42	1	148	139.952880859375
accn|1313.30775.con.0001_17	Hydrolase	35.91764831542969	1.0853823526263857e-09	6.006737371212361e-11	6.237996760004037e-09	2	232	33.440452575683594
accn|1313.30775.con.0001_17	Hydrolase_3	232.22280883789062	8.933010201171526e-70	5.800174451383278e-72	1.0039135279602557e-69	5	264	232.0566864013672
accn|1313.30775.con.0001_17	S6PP	50.685272216796875	2.024289223635805e-14	3.2367755765514986e-10	8.403478590621829e-08	162	269	29.008878707885742
accn|1313.30775.con.0001_170	YSIRK_signal	45.2126350402832	6.655231575596336e-13	1.1370160536810436e-14	1.967985286246273e-12	7	32	43.707000732421875
accn|1313.30775.con.0001_170	Sialidase	284.7822570800781	2.820338018111062e-86	2.3347211187793294e-88	1.6164052545682226e-85	103	294	282.30950927734375
accn|1313.30775.con.0001_170	Laminin_G_3	52.6534423828125	5.929572957061213e-15	1.4961353274758516e-17	1.553736537583672e-14	116	287	51.29536819458008
accn|1313.30775.con.0001_170	BNR_3	51.09762954711914	1.4362761512768433e-14	6.9151475747561065e-18	1.4362761512768433e-14	333	727	51.09762954711914
accn|1313.30775.con.0001_170	BNR_2	74.04241180419922	1.3564285040362968e-21	6.769520590774759e-22	4.686764755679724e-19	502	750	65.71564483642578
accn|1313.30775.con.0001_170	BNR	35.68806076049805	2.999001273192168e-10	3.5121554882528058e-06	0.0024315823163670257	592	603	14.746917724609375
accn|1313.30775.con.0001_172	AXE1	492.1739807128906	5.3999229294655625e-149	2.9362804324742093e-152	6.098654458248933e-149	1	318	492.0003356933594
accn|1313.30775.con.0001_172	Peptidase_S15	30.259408950805664	3.789368887613696e-08	3.076736816611806e-10	3.1951911840513604e-07	64	222	27.22435760498047
accn|1313.30775.con.0001_172	DLH	23.449935913085938	4.129435846817359e-06	5.14043353295484e-09	5.338340223973602e-06	67	248	23.085407257080078
accn|1313.30775.con.0001_172	Peptidase_S9	38.45361328125	9.862502540476698e-11	8.962584995945384e-12	6.205096345526187e-09	143	315	32.57546615600586
accn|1313.30775.con.0001_173	RecG_wedge	49.517608642578125	3.839671955704464e-14	4.7616145677688046e-17	9.889873457255807e-14	6	161	48.1816520690918
accn|1313.30775.con.0001_173	ResIII	51.755374908447266	9.968748964061102e-15	1.4099594710391172e-16	2.0917755866773192e-14	250	410	50.7086067199707
accn|1313.30775.con.0001_173	DEAD	90.85792541503906	8.495426935111374e-27	1.5062994624075054e-27	2.2347028453002775e-25	254	415	86.23806762695312
accn|1313.30775.con.0001_173	Helicase_C	96.26904296875	1.439801432247958e-28	2.174906714805191e-25	3.7644010388753183e-23	442	567	78.83092498779297
accn|1313.30775.con.0001_173	Cas3-like_C_2	29.334735870361328	8.988356337708576e-08	2.646959903597981e-10	2.748867859886503e-07	476	568	27.773893356323242
accn|1313.30775.con.0001_173	RecG_dom3_C	40.41348648071289	2.569129714695825e-11	3.0839419863611164e-14	6.405347505672039e-11	593	670	39.14201354980469
accn|1313.30775.con.0001_174	Ala_racemase_N	229.0673370361328	5.829660827290721e-69	6.936962203801705e-72	7.204035248648071e-69	13	228	228.76675415039062
accn|1313.30775.con.0001_174	Ala_racemase_C	142.3150177001953	6.4829672732040484e-43	5.35011660596544e-46	1.111219219059022e-42	242	366	141.55857849121094
accn|1313.30775.con.0001_175	ACPS	73.2096176147461	1.8144447892994866e-21	1.0164663657059966e-24	2.1112006415713548e-21	6	114	72.997802734375
accn|1313.30775.con.0001_175	4PPT_N	33.30937194824219	4.318669376329241e-09	8.412546973450596e-12	1.747286006385689e-08	35	115	31.364770889282227
accn|1313.30775.con.0001_176	DAHP_synth_1	154.13827514648438	3.659542186874718e-46	4.756167650817419e-49	4.9392801053738896e-46	15	335	153.71119689941406
accn|1313.30775.con.0001_177	DAHP_synth_1	143.14788818359375	8.221091176937318e-43	1.0987643802920022e-45	1.1410668089332443e-42	21	335	142.6809844970703
accn|1313.30775.con.0001_178	SecA_DEAD	408.3160705566406	1.839292683944535e-123	1.8901101896666096e-126	3.925758863937548e-123	4	383	407.2353820800781
accn|1313.30775.con.0001_178	SecA_PP_bind	125.84752655029297	1.1838766540050365e-37	6.425676595123361e-41	1.334613028807122e-37	230	339	125.67999267578125
accn|1313.30775.con.0001_178	P-loop_SecA	259.4161071777344	2.3332561740671793e-78	8.843310153270255e-47	1.836755518834232e-43	398	501	145.45245361328125
accn|1313.30775.con.0001_178	P-loop_SecA	259.4161071777344	2.3332561740671793e-78	2.649202379249092e-38	5.502393341700364e-35	498	567	117.7698974609375
accn|1313.30775.con.0001_178	SecA_SW	206.93692016601562	3.5464500538691487e-62	4.505512102149743e-65	9.357948636165017e-62	568	778	205.56134033203125
accn|1313.30775.con.0001_178	SEC-C	37.86253356933594	1.3558851277814053e-10	1.0904541396950927e-13	2.2648732481467076e-10	817	835	37.1506462097168
accn|1313.30775.con.0001_18	CN_hydrolase	182.85665893554688	7.946267770822046e-55	4.496093604565986e-58	9.338386416683554e-55	5	272	182.62692260742188
accn|1313.30775.con.0001_180	ABC_tran	84.76882934570312	9.335039033852713e-25	4.9448432178792206e-26	1.2226713528018024e-24	18	158	84.38927459716797
